Line#,Date,"Gust Speed (S-WCA 9858867:9845198-2), m/s, Meyerson Roof","Battery (U30 BATTERY 9858867:9858867-B), V, Meyerson Roof","Dew Point (S-THB 9858867:9835118-3), *C, Meyerson Roof","RH (S-THB 9858867:9835118-2), %, Meyerson Roof","Temperature (S-THB 9858867:9835118-1), *C, Meyerson Roof","Solar Radiation (S-LIB 9858867:9841958-1), W/m^2, Meyerson Roof","Wind Direction (S-WCA 9858867:9845198-3), *, Meyerson Roof","Wind Speed (S-WCA 9858867:9845198-1), m/s, Meyerson Roof"
1320,11/5/2016 7:30,0,4.25,0.58,65,6.69,1,0,0
1321,11/5/2016 7:35,0,4.25,0.61,64.7,6.79,1,0,0
1322,11/5/2016 7:40,0,4.25,0.54,65.6,6.51,1,0,0
1323,11/5/2016 7:45,0,4.25,0.7,66,6.59,1,0,0
1324,11/5/2016 7:50,0,4.25,0.78,66.3,6.61,1,0,0
1325,11/5/2016 7:55,0,4.25,0.75,65.1,6.84,1,0,0
1326,11/5/2016 8:00,0,4.25,0.83,66.3,6.66,1,0,0
1327,11/5/2016 8:05,0,4.25,0.77,65.8,6.71,1,0,0
1328,11/5/2016 8:10,0,4.25,0.78,65.6,6.76,1,0,0
1329,11/5/2016 8:15,0,4.25,0.77,65.1,6.86,1,0,0
1330,11/5/2016 8:20,0,4.25,0.77,65.2,6.84,1,0,0
1331,11/5/2016 8:25,0,4.25,0.63,65.7,6.59,1,0,0
1332,11/5/2016 8:30,0,4.25,0.57,63.7,6.96,1,0,0
1333,11/5/2016 8:35,0,4.25,0.72,64.5,6.94,1,0,0
1334,11/5/2016 8:40,0.6,4.25,0.93,66.3,6.76,1,0,0
1335,11/5/2016 8:45,0,4.25,0.8,65.7,6.76,1,0,0
1336,11/5/2016 8:50,0,4.25,0.67,64.2,6.96,1,0,0
1337,11/5/2016 8:55,0,4.25,0.62,64.4,6.86,1,0,0
1338,11/5/2016 9:00,0,4.25,0.72,64.4,6.96,1,0,0
1339,11/5/2016 9:05,0,4.25,0.77,65.2,6.84,1,0,0
1340,11/5/2016 9:10,1.1,4.25,0.59,62.6,7.24,1,0,0
1341,11/5/2016 9:15,0.2,4.25,0.69,63.4,7.17,1,0,0
1342,11/5/2016 9:20,0.2,4.25,0.6,63.3,7.09,1,0,0
1343,11/5/2016 9:25,3.2,4.25,0.57,63.5,7.02,1,0,0
1344,11/5/2016 9:30,0,4.25,0.68,65.1,6.76,1,0,0
1345,11/5/2016 9:35,0,4.24,0.8,65.7,6.76,1,0,0
1346,11/5/2016 9:40,0,4.25,0.78,66.3,6.61,1,0,0
1347,11/5/2016 9:45,0,4.25,0.77,65.2,6.84,1,0,0
1348,11/5/2016 9:50,0,4.25,0.83,65.6,6.81,1,0,0
1349,11/5/2016 9:55,0,4.25,0.85,65,6.96,1,0,0
1350,11/5/2016 10:00,0,4.25,0.68,65.6,6.66,1,0,0
1351,11/5/2016 10:05,0,4.25,0.77,65.9,6.69,1,0,0
1352,11/5/2016 10:10,0,4.25,0.77,65.9,6.69,1,0,0
1353,11/5/2016 10:15,0,4.25,0.77,65.9,6.69,1,0,0
1354,11/5/2016 10:20,0,4.25,0.72,67.5,6.28,1,0,0
1355,11/5/2016 10:25,0,4.25,0.79,68.1,6.23,1,0,0
1356,11/5/2016 10:30,0,4.25,0.93,67.5,6.51,1,0,0
1357,11/5/2016 10:35,0,4.22,0.96,67.5,6.53,1,0,0
1358,11/5/2016 10:40,0,4.24,0.9,67.8,6.41,1,0,0
1359,11/5/2016 10:45,0,4.24,0.79,68,6.26,1,0,0
1360,11/5/2016 10:50,0,4.24,1,69.4,6.18,1,0,0
1361,11/5/2016 10:55,0,4.24,1.07,69.1,6.31,1,0,0
1362,11/5/2016 11:00,0,4.24,1,70,6.05,1,0,0
1363,11/5/2016 11:05,0,4.25,1.11,69.8,6.2,2,0,0
1364,11/5/2016 11:10,1.1,4.25,1.01,69.8,6.1,3,0,0
1365,11/5/2016 11:15,1.5,4.25,0.97,68.5,6.33,6,0,0
1366,11/5/2016 11:20,0.2,4.27,0.98,68.3,6.38,9,0,0
1367,11/5/2016 11:25,0,4.33,0.91,67.4,6.51,14,0,0
1368,11/5/2016 11:30,0,4.4,0.9,66.3,6.74,24,0,0
1369,11/5/2016 11:35,0,4.47,0.9,64.9,7.04,34,0,0
1370,11/5/2016 11:40,0,4.48,0.86,63.6,7.29,46,0,0
1371,11/5/2016 11:45,0,4.49,0.88,62.2,7.64,58,0,0
1372,11/5/2016 11:50,0,4.5,0.85,61.3,7.82,74,0,0
1373,11/5/2016 11:55,0,4.5,0.59,60.1,7.84,91,0,0
1374,11/5/2016 12:00,0,4.5,0.27,59.3,7.69,107,0,0
1375,11/5/2016 12:05,0,4.5,1.09,62.4,7.82,123,0,0
1376,11/5/2016 12:10,0,4.5,2.16,65.8,8.17,136,0,0
1377,11/5/2016 12:15,0,4.5,1.44,59.8,8.82,146,0,0
1378,11/5/2016 12:20,0,4.51,1.08,57.4,9.04,158,0,0
1379,11/5/2016 12:25,0,4.51,1.05,56.7,9.19,169,0,0
1380,11/5/2016 12:30,0,4.53,1.14,55.1,9.71,182,0,0
1381,11/5/2016 12:35,0,4.5,1.3,53.6,10.3,194,0,0
1382,11/5/2016 12:40,0,4.51,1.49,54.7,10.2,207,0,0
1383,11/5/2016 12:45,0,4.51,1.74,53.7,10.74,219,0,0
1384,11/5/2016 12:50,0,4.51,1.76,55.4,10.3,232,0,0
1385,11/5/2016 12:55,0.6,4.51,1.85,54.5,10.64,244,0,0
1386,11/5/2016 13:00,0.2,4.51,2.06,54.7,10.81,258,0,0
1387,11/5/2016 13:05,0.6,4.51,2.44,54.4,11.3,269,0,0
1388,11/5/2016 13:10,0,4.51,2.8,52.5,12.22,282,0,0
1389,11/5/2016 13:15,0,4.51,2.84,54.7,11.64,293,0,0
1390,11/5/2016 13:20,0.6,4.51,2.96,56.8,11.2,304,0,0
1391,11/5/2016 13:25,1.3,4.51,3.29,57.2,11.44,316,0,0
1392,11/5/2016 13:30,3,4.53,3.65,57,11.88,328,0,0.2
1393,11/5/2016 13:35,0.4,4.51,4.01,55.3,12.73,338,0,0
1394,11/5/2016 13:40,0,4.51,4.29,52.8,13.74,349,0,0
1395,11/5/2016 13:45,0.7,4.51,4.07,55.3,12.8,361,0,0
1396,11/5/2016 13:50,0.6,4.51,4.39,54.7,13.31,371,0,0
1397,11/5/2016 13:55,0.4,4.51,4.48,53.1,13.86,379,0,0
1398,11/5/2016 14:00,1.7,4.51,4.38,53.9,13.52,389,0,0
1399,11/5/2016 14:05,0,4.51,4.42,53.8,13.59,401,0,0
1400,11/5/2016 14:10,0,4.51,4.87,50.9,14.94,408,0,0
1401,11/5/2016 14:15,0.4,4.51,5.02,52.8,14.53,416,0,0
1402,11/5/2016 14:20,0.7,4.51,5.13,53.1,14.55,426,0,0
1403,11/5/2016 14:25,0.2,4.51,5.24,53.7,14.51,433,0,0
1404,11/5/2016 14:30,1.3,4.52,5.23,51.7,15.08,441,0,0
1405,11/5/2016 14:35,1.9,4.51,5.33,53.1,14.77,448,0,0
1406,11/5/2016 14:40,0,4.51,5.55,48.6,16.39,454,0,0
1407,11/5/2016 14:45,0,4.51,5.42,48.9,16.15,463,0,0
1408,11/5/2016 14:50,0,4.51,5.41,50,15.8,466,0,0
1409,11/5/2016 14:55,0,4.51,5.48,48.6,16.32,474,0,0
1410,11/5/2016 15:00,2.2,4.51,5.41,47.7,16.53,481,0,0
1411,11/5/2016 15:05,3.3,4.51,5.03,49.3,15.6,482,0,0.4
1412,11/5/2016 15:10,0.9,4.51,5.05,49.3,15.63,491,0,0
1413,11/5/2016 15:15,0.7,4.51,5.54,47.7,16.68,493,0,0
1414,11/5/2016 15:20,1.7,4.51,5.54,44.7,17.7,501,0,0
1415,11/5/2016 15:25,3.2,4.51,5.28,46.7,16.72,504,0,0.2
1416,11/5/2016 15:30,2.8,4.53,4.86,46.6,16.3,508,0,0.2
1417,11/5/2016 15:35,1.1,4.51,4.92,45.9,16.61,512,0,0
1418,11/5/2016 15:40,1.9,4.51,4.98,45.4,16.84,516,0,0
1419,11/5/2016 15:45,3.3,4.51,5.03,47.6,16.15,518,0,0
1420,11/5/2016 15:50,2.2,4.51,4.68,43.8,17.08,518,0,0.2
1421,11/5/2016 15:55,2.6,4.51,5.02,46.2,16.61,522,0,0.2
1422,11/5/2016 16:00,3.9,4.53,4.84,45.9,16.51,523,0,0.4
1423,11/5/2016 16:05,4.5,4.53,5.26,42.3,18.27,524,0,0.2
1424,11/5/2016 16:10,1.7,4.53,5.57,42.7,18.46,526,0,0
1425,11/5/2016 16:15,1.5,4.53,6.18,45.5,18.13,527,0,0.2
1426,11/5/2016 16:20,2,4.53,5.78,47,17.18,527,0,0
1427,11/5/2016 16:25,4.1,4.53,5.19,47.2,16.46,527,0,0.4
1428,11/5/2016 16:30,0.4,4.52,5.01,42.5,17.91,527,0,0
1429,11/5/2016 16:35,0.4,4.53,4.94,42.7,17.77,526,0,0
1430,11/5/2016 16:40,0.6,4.54,5.24,44.7,17.37,524,0,0
1431,11/5/2016 16:45,0.9,4.54,4.86,42.7,17.68,521,0,0
1432,11/5/2016 16:50,0.2,4.54,5.26,43.2,17.94,522,0,0
1433,11/5/2016 16:55,0.4,4.54,5.43,45.3,17.37,519,0,0
1434,11/5/2016 17:00,0.7,4.54,5.58,46,17.3,518,0,0
1435,11/5/2016 17:05,1.9,4.54,5.86,48.1,16.89,514,0,0
1436,11/5/2016 17:10,0.7,4.54,5.77,47.1,17.13,511,0,0
1437,11/5/2016 17:15,2,4.54,5.86,46.2,17.53,508,0,0
1438,11/5/2016 17:20,0,4.54,5.8,47.2,17.13,503,0,0
1439,11/5/2016 17:25,4.1,4.54,5.78,46.2,17.44,501,0,0.2
1440,11/5/2016 17:30,1.5,4.49,5.7,45.9,17.46,493,0,0.2
1441,11/5/2016 17:35,0.2,4.54,5.77,45.9,17.53,489,0,0
1442,11/5/2016 17:40,3.3,4.56,5.68,46.8,17.13,484,0,0.2
1443,11/5/2016 17:45,0.2,4.54,5.91,45.2,17.94,479,0,0
1444,11/5/2016 17:50,0.4,4.54,5.92,43.9,18.41,473,0,0
1445,11/5/2016 17:55,2.2,4.54,5.87,43.1,18.65,467,0,0.2
1446,11/5/2016 18:00,0.4,4.54,5.01,43.4,17.58,459,0,0
1447,11/5/2016 18:05,1.1,4.54,4.75,41.7,17.94,451,0,0
1448,11/5/2016 18:10,2.2,4.54,4.67,41.2,18.03,443,0,0.2
1449,11/5/2016 18:15,1.7,4.54,5.25,44,17.63,437,0,0
1450,11/5/2016 18:20,0.4,4.54,5.58,44.1,17.96,429,0,0
1451,11/5/2016 18:25,0.6,4.54,5.9,44.7,18.1,423,0,0
1452,11/5/2016 18:30,0,4.5,6.1,44.7,18.32,413,0,0
1453,11/5/2016 18:35,0,4.54,6.12,44.9,18.27,404,0,0
1454,11/5/2016 18:40,0.4,4.54,6.1,45.3,18.1,392,0,0
1455,11/5/2016 18:45,0,4.54,6.05,45.7,17.91,383,0,0
1456,11/5/2016 18:50,0,4.54,6.22,44.2,18.63,377,0,0
1457,11/5/2016 18:55,0,4.54,6.65,45.6,18.6,364,0,0
1458,11/5/2016 19:00,0.7,4.54,6.68,44.9,18.89,356,0,0
1459,11/5/2016 19:05,0,4.54,6.87,43.3,19.67,344,0,0
1460,11/5/2016 19:10,0,4.54,6.96,43.4,19.75,336,0,0
1461,11/5/2016 19:15,0.6,4.54,6.9,44.5,19.27,326,0,0
1462,11/5/2016 19:20,0.4,4.54,6.93,43.7,19.6,312,0,0
1463,11/5/2016 19:25,0.2,4.54,7.11,44.5,19.51,304,0,0
1464,11/5/2016 19:30,0,4.49,7.21,45,19.44,296,0,0
1465,11/5/2016 19:35,2.6,4.54,6.84,45.4,18.89,284,0,0.2
1466,11/5/2016 19:40,3.2,4.54,6.77,45.3,18.84,276,0,0.2
1467,11/5/2016 19:45,0.6,4.54,7.13,44.1,19.67,263,0,0
1468,11/5/2016 19:50,0.2,4.54,7.22,40.5,21.15,256,0,0
1469,11/5/2016 19:55,4.1,4.53,6.66,43,19.56,238,0,0.2
1470,11/5/2016 20:00,1.7,4.54,6.53,43.7,19.15,221,0,0
1471,11/5/2016 20:05,1.3,4.54,6.44,42,19.7,208,0,0
1472,11/5/2016 20:10,0,4.53,6.04,40.2,19.96,203,0,0
1473,11/5/2016 20:15,0.4,4.54,5.84,40,19.82,212,0,0
1474,11/5/2016 20:20,0,4.54,5.97,39,20.36,226,0,0
1475,11/5/2016 20:25,0.6,4.54,5.94,41.6,19.29,194,0,0
1476,11/5/2016 20:30,0.4,4.51,5.83,41.7,19.13,156,0,0
1477,11/5/2016 20:35,0,4.54,5.89,39.9,19.91,134,0,0
1478,11/5/2016 20:40,1.5,4.54,5.76,41.4,19.17,121,0,0
1479,11/5/2016 20:45,1.9,4.54,5.82,40.6,19.56,108,0,0
1480,11/5/2016 20:50,0.7,4.54,5.94,43.1,18.72,96,0,0
1481,11/5/2016 20:55,0.6,4.53,5.8,42.7,18.72,79,0,0
1482,11/5/2016 21:00,0,4.54,5.67,42.7,18.58,67,0,0
1483,11/5/2016 21:05,0,4.54,5.77,43.7,18.32,53,0,0
1484,11/5/2016 21:10,0,4.54,5.74,44.6,17.96,39,0,0
1485,11/5/2016 21:15,0,4.54,5.71,45.3,17.68,26,0,0
1486,11/5/2016 21:20,0,4.53,5.87,47.7,17.03,11,0,0
1487,11/5/2016 21:25,0,4.46,5.87,48.5,16.77,7,0,0
1488,11/5/2016 21:30,0,4.46,5.9,48.3,16.87,4,0,0
1489,11/5/2016 21:35,0,4.42,5.82,48.7,16.65,2,0,0
1490,11/5/2016 21:40,0,4.42,5.98,49.7,16.51,1,0,0
1491,11/5/2016 21:45,0,4.42,5.99,50.2,16.37,1,0,0
1492,11/5/2016 21:50,0,4.42,5.99,50.4,16.3,1,0,0
1493,11/5/2016 21:55,0,4.4,5.98,50.6,16.22,1,0,0
1494,11/5/2016 22:00,0,4.4,6.14,51.1,16.25,1,0,0
1495,11/5/2016 22:05,0,4.39,6.04,50.9,16.2,1,0,0
1496,11/5/2016 22:10,0,4.39,6.2,52,16.03,1,0,0
1497,11/5/2016 22:15,0,4.39,6.17,52.4,15.89,1,0,0
1498,11/5/2016 22:20,0,4.42,6.12,52.6,15.77,1,0,0
1499,11/5/2016 22:25,0,4.42,6.12,52.6,15.77,1,0,0
1500,11/5/2016 22:30,0,4.41,6.09,53.3,15.53,1,0,0
1501,11/5/2016 22:35,0,4.36,6.05,53,15.58,1,0,0
1502,11/5/2016 22:40,0,4.36,6.11,54.2,15.29,1,0,0
1503,11/5/2016 22:45,0,4.36,6.08,54.1,15.29,1,0,0
1504,11/5/2016 22:50,0,4.36,6.03,53.9,15.29,1,0,0
1505,11/5/2016 22:55,0,4.36,5.97,54,15.2,1,0,0
1506,11/5/2016 23:00,0,4.35,6.03,54.5,15.13,1,0,0
1507,11/5/2016 23:05,0,4.35,6.07,54.8,15.08,1,0,0
1508,11/5/2016 23:10,0,4.35,6.06,55,15.01,1,0,0
1509,11/5/2016 23:15,0,4.35,6.01,54.9,14.98,1,0,0
1510,11/5/2016 23:20,0,4.34,5.95,55.2,14.84,1,0,0
1511,11/5/2016 23:25,0,4.34,5.85,54.8,14.84,1,0,0
1512,11/5/2016 23:30,0,4.36,5.94,55.5,14.74,1,0,0
1513,11/5/2016 23:35,0,4.32,5.85,55,14.79,1,0,0
1514,11/5/2016 23:40,0,4.32,5.93,55.7,14.67,1,0,0
1515,11/5/2016 23:45,0,4.32,5.92,56.9,14.34,1,0,0
1516,11/5/2016 23:50,0,4.32,5.86,56.5,14.39,1,0,0
1517,11/5/2016 23:55,0,4.32,5.79,56.3,14.36,1,0,0
1518,11/6/2016 0:00,0,4.32,5.78,56.6,14.27,1,0,0
1519,11/6/2016 0:05,0,4.32,5.76,56.9,14.17,1,0,0
1520,11/6/2016 0:10,0,4.32,5.82,57.2,14.15,1,0,0
1521,11/6/2016 0:15,0,4.32,5.78,56.7,14.24,1,0,0
1522,11/6/2016 0:20,0,4.32,5.65,56.9,14.05,1,0,0
1523,11/6/2016 0:25,0,4.31,5.73,57.4,14,1,0,0
1524,11/6/2016 0:30,0,4.33,5.57,56.4,14.1,1,0,0
1525,11/6/2016 0:35,0.6,4.29,5.58,56.8,14,1,0,0
1526,11/6/2016 0:40,0,4.29,5.58,56.6,14.05,1,0,0
1527,11/6/2016 0:45,0,4.29,5.54,56.3,14.1,1,0,0
1528,11/6/2016 0:50,0,4.29,5.52,56.9,13.91,1,0,0
1529,11/6/2016 0:55,0.2,4.29,5.48,56.4,14,1,0,0
1530,11/6/2016 1:00,0,4.29,5.44,57.2,13.74,1,0,0
1531,11/6/2016 1:05,0.2,4.29,5.4,56.6,13.86,1,0,0
1532,11/6/2016 1:10,0.4,4.29,5.27,55.4,14.05,1,0,0
1533,11/6/2016 1:15,0,4.29,5.31,56.6,13.76,1,0,0
1534,11/6/2016 1:20,0,4.29,5.27,56.9,13.64,1,0,0
1535,11/6/2016 1:25,0.6,4.29,5.24,55.9,13.88,1,0,0
1536,11/6/2016 1:30,0,4.32,5.31,56.7,13.74,1,0,0
1537,11/6/2016 1:35,0,4.27,5.24,56.5,13.71,1,0,0
1538,11/6/2016 1:40,0,4.27,5.18,56.3,13.71,1,0,0
1539,11/6/2016 1:45,0,4.27,5.1,55.9,13.74,1,0,0
1540,11/6/2016 1:50,0,4.28,5.1,56.4,13.59,1,0,0
1541,11/6/2016 1:55,0.6,4.28,5.1,56.6,13.55,1,0,0
1542,11/6/2016 2:00,0,4.28,5.05,56.4,13.55,1,0,0
1543,11/6/2016 2:05,0,4.28,5.08,57.2,13.35,1,0,0
1544,11/6/2016 2:10,0,4.28,5.04,56.9,13.4,1,0,0
1545,11/6/2016 2:15,0,4.28,5,56.3,13.52,1,0,0
1546,11/6/2016 2:20,0,4.28,5,57,13.33,1,0,0
1547,11/6/2016 2:25,0,4.28,5.03,57.2,13.31,1,0,0
1548,11/6/2016 2:30,0.4,4.3,5.02,57.8,13.14,1,0,0
1549,11/6/2016 2:35,0,4.27,5.09,58.9,12.92,1,0,0
1550,11/6/2016 2:40,0,4.27,5.08,58.5,13.02,1,0,0
1551,11/6/2016 2:45,0,4.27,5.07,59.2,12.82,1,0,0
1552,11/6/2016 2:50,0,4.27,5.05,59.2,12.8,1,0,0
1553,11/6/2016 2:55,0,4.27,5.04,60,12.58,1,0,0
1554,11/6/2016 3:00,0,4.27,5.06,60.1,12.58,1,0,0
1555,11/6/2016 3:05,0,4.27,5.01,59.8,12.61,1,0,0
1556,11/6/2016 3:10,0,4.28,5.02,60.7,12.39,1,0,0
1557,11/6/2016 3:15,0,4.28,4.95,60.5,12.36,1,0,0
1558,11/6/2016 3:20,0,4.28,4.92,59.8,12.51,1,0,0
1559,11/6/2016 3:25,0,4.28,4.95,60.4,12.39,1,0,0
1560,11/6/2016 3:30,0,4.3,4.93,60.4,12.36,1,0,0
1561,11/6/2016 3:35,0,4.27,4.88,60.2,12.36,1,0,0
1562,11/6/2016 3:40,0,4.27,4.89,60.9,12.19,1,0,0
1563,11/6/2016 3:45,0,4.27,4.86,60.6,12.24,1,0,0
1564,11/6/2016 3:50,0,4.27,4.9,60.4,12.34,1,0,0
1565,11/6/2016 3:55,0,4.27,4.91,61.1,12.17,1,0,0
1566,11/6/2016 4:00,0,4.27,4.84,60.9,12.15,1,0,0
1567,11/6/2016 4:05,0,4.27,4.82,60.8,12.15,1,0,0
1568,11/6/2016 4:10,0,4.27,4.82,61.1,12.07,1,0,0
1569,11/6/2016 4:15,0.2,4.27,4.72,60.6,12.1,1,0,0
1570,11/6/2016 4:20,0,4.27,4.7,60.3,12.15,1,0,0
1571,11/6/2016 4:25,0,4.27,4.67,59.9,12.22,1,0,0
1572,11/6/2016 4:30,0.4,4.28,4.62,59.1,12.36,1,0,0
1573,11/6/2016 4:35,1.1,4.25,4.62,59.3,12.32,1,0,0
1574,11/6/2016 4:40,0,4.26,4.53,59.6,12.15,1,0,0
1575,11/6/2016 4:45,0,4.27,4.55,59.5,12.19,1,0,0
1576,11/6/2016 4:50,0.4,4.27,4.6,59.5,12.24,1,0,0
1577,11/6/2016 4:55,0,4.27,4.54,58.9,12.34,1,0,0
1578,11/6/2016 5:00,0.4,4.27,4.54,58.7,12.39,1,0,0
1579,11/6/2016 5:05,0,4.27,4.53,58.2,12.51,1,0,0
1580,11/6/2016 5:10,0.9,4.27,4.51,58,12.53,1,0,0
1581,11/6/2016 5:15,0,4.27,4.57,59,12.34,1,0,0
1582,11/6/2016 5:20,0.4,4.27,4.51,58.2,12.49,1,0,0
1583,11/6/2016 5:25,1.7,4.27,4.5,57.8,12.58,1,0,0
1584,11/6/2016 5:30,0.4,4.26,4.51,58.5,12.41,1,0,0
1585,11/6/2016 5:35,0.6,4.25,4.5,57.8,12.58,1,0,0
1586,11/6/2016 5:40,1.3,4.25,4.49,58.2,12.46,1,0,0
1587,11/6/2016 5:45,0,4.25,4.55,59,12.32,1,0,0
1588,11/6/2016 5:50,0.4,4.25,4.55,58,12.58,1,0,0
1589,11/6/2016 5:55,0,4.25,4.6,58.2,12.58,1,0,0
1590,11/6/2016 6:00,0,4.26,4.59,58.7,12.44,1,0,0
1591,11/6/2016 6:05,0.7,4.26,4.61,59,12.39,1,0,0
1592,11/6/2016 6:10,0.4,4.27,4.62,59.3,12.32,1,0,0
1593,11/6/2016 6:15,1.1,4.27,4.57,59,12.34,1,0,0
1594,11/6/2016 6:20,1.9,4.27,4.57,59.2,12.29,1,0,0
1595,11/6/2016 6:25,0.9,4.27,4.52,59,12.29,1,0,0
1596,11/6/2016 6:30,2.8,4.26,4.55,59.4,12.22,1,0,0.2
1597,11/6/2016 6:35,1.9,4.25,4.51,59.4,12.17,1,0,0
1598,11/6/2016 6:40,3,4.25,4.6,59.3,12.29,1,0,0
1599,11/6/2016 6:45,1.7,4.25,4.58,59.6,12.19,1,0,0.2
1600,11/6/2016 6:50,2.4,4.25,4.63,60.2,12.1,1,0,0
1601,11/6/2016 6:55,0,4.25,4.61,60.2,12.07,1,0,0
1602,11/6/2016 7:00,0.6,4.25,4.58,59.7,12.17,1,0,0
1603,11/6/2016 7:05,1.1,4.25,4.65,60.3,12.1,1,0,0
1604,11/6/2016 7:10,0.6,4.25,4.73,61.3,11.93,1,0,0
1605,11/6/2016 7:15,0,4.25,4.7,60.5,12.1,1,0,0
1606,11/6/2016 7:20,0,4.25,4.72,60.7,12.07,1,0,0
1607,11/6/2016 7:25,0.6,4.25,4.7,60.3,12.15,1,0,0
1608,11/6/2016 7:30,0.7,4.25,4.75,60.5,12.15,1,0,0
1609,11/6/2016 7:35,0,4.25,4.77,60.7,12.12,1,0,0
1610,11/6/2016 7:40,0,4.27,4.77,61,12.05,1,0,0
1611,11/6/2016 7:45,0.4,4.27,4.87,61.3,12.07,1,0,0
1612,11/6/2016 7:50,0.4,4.25,4.84,61.5,12,1,0,0
1613,11/6/2016 7:55,0.2,4.25,4.87,61.3,12.07,1,0,0
1614,11/6/2016 8:00,0,4.25,4.87,61.9,11.93,1,0,0
1615,11/6/2016 8:05,0.2,4.25,4.87,61.6,12,1,0,0
1616,11/6/2016 8:10,0.4,4.25,4.91,62.5,11.83,1,0,0
1617,11/6/2016 8:15,0,4.25,4.98,62.6,11.88,1,0,0
1618,11/6/2016 8:20,0,4.25,4.96,62.9,11.78,1,0,0
1619,11/6/2016 8:25,0,4.25,5,63.7,11.64,1,0,0
1620,11/6/2016 8:30,0,4.25,4.98,63.4,11.69,1,0,0
1621,11/6/2016 8:35,0,4.25,5.05,63.5,11.73,1,0,0
1622,11/6/2016 8:40,0,4.25,5.1,63.6,11.76,1,0,0
1623,11/6/2016 8:45,0,4.25,5.12,63.7,11.76,1,0,0
1624,11/6/2016 8:50,0.6,4.25,5.08,65.1,11.39,1,0,0
1625,11/6/2016 8:55,0,4.25,5.14,64,11.71,1,0,0
1626,11/6/2016 9:00,0,4.25,5.1,65.5,11.32,1,0,0
1627,11/6/2016 9:05,0,4.25,5.22,65,11.56,1,0,0
1628,11/6/2016 9:10,0,4.25,5.19,65.9,11.32,1,0,0
1629,11/6/2016 9:15,0,4.25,5.27,66.6,11.25,1,0,0
1630,11/6/2016 9:20,0,4.25,5.24,67.3,11.05,1,0,0
1631,11/6/2016 9:25,0,4.25,5.27,67.9,10.96,1,0,0
1632,11/6/2016 9:30,0,4.26,5.34,68,11,1,0,0
1633,11/6/2016 9:35,0,4.24,5.36,67.9,11.05,1,0,0
1634,11/6/2016 9:40,0,4.24,5.33,68.5,10.88,1,0,0
1635,11/6/2016 9:45,0,4.25,5.35,69.6,10.66,1,0,0
1636,11/6/2016 9:50,0,4.25,5.34,69.7,10.64,1,0,0
1637,11/6/2016 9:55,0,4.25,5.37,69.6,10.69,1,0,0
1638,11/6/2016 10:00,0,4.25,5.34,69.9,10.59,1,0,0
1639,11/6/2016 10:05,0,4.25,5.31,70.7,10.39,1,0,0
1640,11/6/2016 10:10,0,4.25,5.4,70,10.64,1,0,0
1641,11/6/2016 10:15,0,4.25,5.4,70.8,10.47,1,0,0
1642,11/6/2016 10:20,0,4.25,5.44,71,10.47,1,0,0
1643,11/6/2016 10:25,0,4.25,5.48,70.7,10.57,1,0,0
1644,11/6/2016 10:30,0,4.25,5.53,71.4,10.47,1,0,0
1645,11/6/2016 10:35,0,4.22,5.56,71,10.59,1,0,0
1646,11/6/2016 10:40,0,4.22,5.58,71.8,10.44,1,0,0
1647,11/6/2016 10:45,0,4.24,5.6,71.9,10.44,1,0,0
1648,11/6/2016 10:50,0,4.24,5.64,72.3,10.39,1,0,0
1649,11/6/2016 10:55,0,4.24,5.7,73.1,10.3,1,0,0
1650,11/6/2016 11:00,0,4.24,5.84,73.7,10.32,1,0,0
1651,11/6/2016 11:05,0,4.24,5.98,73.9,10.42,2,0,0
1652,11/6/2016 11:10,0.2,4.24,6.22,73,10.86,3,0,0
1653,11/6/2016 11:15,0.2,4.25,6.22,73.6,10.74,6,0,0
1654,11/6/2016 11:20,0.2,4.25,6.42,71.9,11.3,9,0,0
1655,11/6/2016 11:25,0,4.3,6.47,71.3,11.47,16,0,0
1656,11/6/2016 11:30,0,4.35,6.46,69.9,11.76,27,0,0
1657,11/6/2016 11:35,0,4.45,6.42,68.3,12.07,43,0,0
1658,11/6/2016 11:40,0,4.48,6.49,67.5,12.32,59,0,0
1659,11/6/2016 11:45,0,4.48,6.55,67.5,12.39,78,0,0
1660,11/6/2016 11:50,0.4,4.49,6.71,66.4,12.8,74,0,0
1661,11/6/2016 11:55,0.4,4.5,6.29,64.1,12.9,121,0,0
1662,11/6/2016 12:00,0.2,4.5,6.55,66.3,12.65,104,0,0
1663,11/6/2016 12:05,0.4,4.5,7.12,69.5,12.53,104,0,0
1664,11/6/2016 12:10,0.4,4.5,7.42,68.3,13.11,131,0,0
1665,11/6/2016 12:15,0.4,4.5,6.9,63.8,13.62,152,0,0
1666,11/6/2016 12:20,0.4,4.5,7.27,68.7,12.87,64,0,0
1667,11/6/2016 12:25,0,4.5,7.35,70.4,12.58,48,0,0
1668,11/6/2016 12:30,0,4.49,7.37,70.5,12.58,53,0,0
1669,11/6/2016 12:35,0.4,4.5,7.31,69,12.85,83,0,0
1670,11/6/2016 12:40,0.4,4.5,7.31,66.1,13.5,107,0,0
1671,11/6/2016 12:45,5,4.51,6.85,61.7,14.07,223,0,0.2
1672,11/6/2016 12:50,1.7,4.51,6.81,57.5,15.13,236,0,0
1673,11/6/2016 12:55,1.7,4.51,7.17,62.5,14.22,192,0,0
1674,11/6/2016 13:00,1.7,4.51,6.71,57.1,15.13,259,0,0
